"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mean.parws","median.parws"
"CARI.20180716.KICKNET.3","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"PARSP29","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parorthocladius","Parorthocladius sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,2,"BAESP2","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Baetis",4,"cg","scr",NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"TURSP","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,"Turbellaria sp.","class","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"BAESP2","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Baetis",4,"cg","scr",NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"METSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Metriocnemus","Metriocnemus sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","midges",5,"cg","prd",NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,14,"DIASP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Diamesinae","Diamesini","Diamesa","Diamesa sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,150.537634408602,"count per square meter",NA,5,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"CHLSP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae",NA,NA,NA,"Chloroperlidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,0,"prd",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,4,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,43.010752688172,"count per square meter","segmented_worms",8,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,4,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,43.010752688172,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,4,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,43.010752688172,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",8,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,5,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,20,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,14,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,150.537634408602,"count per square meter",NA,2,"sh",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","midges",5,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,2,"EUKCLA","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella","Eukiefferiella claripennis gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,8,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Cinygmula",2,"scr","cg",NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,5,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,20,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,2,"BAESP2","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Baetis",4,"cg","scr",NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Cinygmula",2,"scr","cg",NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"PSESP15","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Diamesinae","Diamesini","Pseudodiamesa","Pseudodiamesa sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,9,"BAEBIC","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis bicaudatus","species","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,96.7741935483871,"count per square meter",NA,4,"cg",NA,NA,NA
"CARI.20180716.KICKNET.3","D19","CARI",2018-07-16 19:20:00,1,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,2,"sh",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"CHASP12","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Chaetocladius","Chaetocladius sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,2,"prd",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"RHESP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Rheocricotopus","Rheocricotopus sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,2,"TURSP","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,"Turbellaria sp.","class","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"PARSP29","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parorthocladius","Parorthocladius sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,2,"ISOSP9","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae","Isoperlinae",NA,"Isoperla","Isoperla sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","Isoperla",2,"prd","cg",NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,4,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,16,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.2","D19","CARI",2018-07-16 19:20:00,1,"DIASP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Diamesinae","Diamesini","Diamesa","Diamesa sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.2","D19","CARI",2018-07-16 19:20:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.2","D19","CARI",2018-07-16 19:20:00,5,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,20,"count per square meter","Cinygmula",2,"scr","cg",NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",8,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,4,"BAEBIC","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis bicaudatus","species","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,4,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,1,"PSESP16","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Pseudorthocladius","Pseudorthocladius sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,0,"cg",NA,NA,NA
"CARI.20180716.KICKNET.3","D19","CARI",2018-07-16 19:20:00,1,"ORTSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Orthocladius","Orthocladius sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","midges",6,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,2,"METSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Metacnephia","Metacnephia sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter",NA,6,"cf",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,2,"SYNJOH","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Crangonyctidae",NA,NA,"Synurella","Synurella johanseni","species","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter",NA,4,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"AEOSP2","Annelida","Clitellata","Oligochaeta",NA,"Aeolosomatida","Aeolosomatidae",NA,NA,"Aeolosoma","Aeolosoma sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,8,"cf",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,16,"BAEBIC","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis bicaudatus","species","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,172.043010752688,"count per square meter",NA,4,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,30,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,120,"count per square meter",NA,2,"sh",NA,NA,NA
"CARI.20180716.KICKNET.3","D19","CARI",2018-07-16 19:20:00,1,"HEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,NA,"Heptageniidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,3,"scr",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,1,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","Cinygmula",2,"scr","cg",NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",8,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,2,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,4,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,2,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter",NA,6,"prd",NA,NA,NA
"CARI.20180716.KICKNET.3","D19","CARI",2018-07-16 19:20:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",8,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",10,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,34,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,136,"count per square meter",NA,2,"sh",NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,2,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Cinygmula",2,"scr","cg",NA,NA
"CARI.20180716.KICKNET.1","D19","CARI",2018-07-16 19:20:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,4,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,12,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,129.032258064516,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.SURBER.2","D19","CARI",2018-07-16 19:20:00,2,"EPHSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera",NA,NA,NA,NA,"Ephemeroptera sp.","order","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,NA,NA,NA,NA
"CARI.20180716.SURBER.3","D19","CARI",2018-07-16 19:20:00,12,"HELSP22","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Helodon/Prosimulium","Helodon/Prosimulium sp.","speciesGroup","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,2,"cf",NA,NA,NA
"CARI.20180716.SURBER.1","D19","CARI",2018-07-16 19:20:00,7,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"riffle","surber",0.093,75.2688172043011,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.4","D19","CARI",2018-07-16 19:20:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",5,"cg",NA,NA,NA
"CARI.20180716.KICKNET.5","D19","CARI",2018-07-16 19:20:00,10,"DIASP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Diamesinae","Diamesini","Diamesa","Diamesa sp.","genus","CARI.20180716",2018-07-16,2018,"run","modifiedKicknet",0.25,40,"count per square meter",NA,5,"cg",NA,NA,NA
