"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mon.ADD","mon.precip","mean.SpCond","median.SpCond","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.chl","median.chl","mean.turb","median.turb","mean.fDOM","median.fDOM","mean.wTemp","median.wTemp"
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,2,"EPHSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","Ephemerella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Ephemerella",1,"cg","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"CORSP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Corynoneura","Corynoneura sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","midges",4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,3,"PELSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Peltoperlidae",NA,NA,NA,"Peltoperlidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,0,"sh",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,1,"ISOSP9","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae","Isoperlinae",NA,"Isoperla","Isoperla sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Isoperla",2,"prd","cg",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Oulimnius",4,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Oulimnius",4,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,1,"AMPSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Amphinemurinae",NA,"Amphinemura","Amphinemura sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"sh",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,2,"ORTEUO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Orthocladius","Orthocladius (Euorthocladius) sp.","subgenus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,6,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"NEOSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Uenoidae","Thremmatinae",NA,"Neophylax","Neophylax sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Neophylax",3,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,9,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,96.7741935483871,"count per square meter",NA,0,"sh",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,1,"PROSP21","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Prosimulium","Prosimulium sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Prosimulium",2,"cf","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,1,"ORTEUO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Orthocladius","Orthocladius (Euorthocladius) sp.","subgenus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,10,"EPESP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus","Epeorus sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,107.52688172043,"count per square meter","Epeorus",0,"scr","cg",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,11,"EPHSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","Ephemerella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,118.279569892473,"count per square meter","Ephemerella",1,"cg","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,10,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,107.52688172043,"count per square meter",NA,6,"cf",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"prd",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.CORE.3","D01","HOPB",2018-04-11 14:55:00,1,"PISSP4","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,"Pisidium","Pisidium sp.","genus","HOPB.20180411",2018-04-11,2018,"pool","core",0.006,166.666666666667,"count per square meter",NA,6,"cf",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Bezzia",6,"prd",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"PROSP21","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Prosimulium","Prosimulium sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Prosimulium",2,"cf","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,4,"TELDEF","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Teloganopsis","Teloganopsis deficiens","species","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,43.010752688172,"count per square meter","Teloganopsis_deficiens",2,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.CORE.1","D01","HOPB",2018-04-11 14:55:00,2,"PARSP26","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parametriocnemus","Parametriocnemus sp.","genus","HOPB.20180411",2018-04-11,2018,"pool","core",0.006,333.333333333333,"count per square meter","midges",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"DICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Tipulidae","Limoniinae","Pediciini","Dicranota","Dicranota sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"prd",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.CORE.2","D01","HOPB",2018-04-11 14:55:00,1,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20180411",2018-04-11,2018,"pool","core",0.006,166.666666666667,"count per square meter","Oulimnius",4,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.CORE.2","D01","HOPB",2018-04-11 14:55:00,1,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20180411",2018-04-11,2018,"pool","core",0.006,166.666666666667,"count per square meter","Oulimnius",4,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"ALLSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae","Chloroperlinae",NA,"Alloperla","Alloperla sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Alloperla",0,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,2,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Rhyacophila",1,"prd","om",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,2,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Rhyacophila",1,"prd","om",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,2,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Rhyacophila",1,"prd","om",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,1,"ORTSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladiinae sp.","subfamily","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","midges",6,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,2,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,0,"sh",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,5,"EPHSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","Ephemerella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,53.7634408602151,"count per square meter","Ephemerella",1,"cg","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,6,"EPHSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","Ephemerella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,64.5161290322581,"count per square meter","Ephemerella",1,"cg","scr",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,7,"HELSP22","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Helodon/Prosimulium","Helodon/Prosimulium sp.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,75.2688172043011,"count per square meter",NA,2,"cf",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,3,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,1,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,25,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,268.817204301075,"count per square meter","midges",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"LEUSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae","Leuctrinae",NA,"Leuctra","Leuctra sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","Leuctra",0,"sh","cg",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"MICPED","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Microtendipes","Microtendipes pedellus gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cf",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,1,"PARSP26","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parametriocnemus","Parametriocnemus sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","midges",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,7,"EUKSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella","Eukiefferiella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,75.2688172043011,"count per square meter","midges",5,"cg","om",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.3","D01","HOPB",2018-04-11 14:55:00,4,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"prd",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"STESP10","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Stempellinella","Stempellinella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,9,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,96.7741935483871,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.2","D01","HOPB",2018-04-11 14:55:00,18,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,193.548387096774,"count per square meter","midges",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.5","D01","HOPB",2018-04-11 14:55:00,2,"LUMSP2","Annelida","Clitellata","Oligochaeta","Oligochaeta","Lumbriculida","Lumbriculidae",NA,NA,NA,"Lumbriculidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",5,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.4","D01","HOPB",2018-04-11 14:55:00,1,"HEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,NA,"Heptageniidae sp.","family","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"scr",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,3,"EUKSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella","Eukiefferiella sp.","genus","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,32.258064516129,"count per square meter","midges",5,"cg","om",41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20180411.SURBER.1","D01","HOPB",2018-04-11 14:55:00,1,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","HOPB.20180411",2018-04-11,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,41.9998468357155,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
