date,BvA,year,season,sampleTime,location,habitat,sampleID,labelColor,microhabitat,quadrat,vial,acceptedTaxonID,taxonRank,scientificName,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,organism_aggr,notes,number,tolerance,FFG,FFG2,Habit,Habit2
10/18/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,02URFA16,Green,NA,NA,UR7,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,11,5,cf,NA,clg,NA
10/3/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,02URFA17,Yellow,NA,NA,"UR03,UR07",CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,"solid brown head, no scale hairs",4,5,cf,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,3,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,"hybrid (?) of morosa and bronta. had the spots of morosa on head, but the under jaw markings of bronta",3,6,cf,om,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,6a,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,"hybrid (?) of morosa and bronta. had the spots of morosa on head, but the under jaw markings of bronta",1,6,cf,om,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,13,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,"hybrid (?) of morosa and bronta. had the spots of morosa on head, but the under jaw markings of bronta",1,6,cf,om,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5f,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,forecoxal gills are is large tuft of filaments,4,2,cf,prd,sw,clg
4/11/2017,After,2017,Spring,Spring 2017,Upstream,Riffle,02URSP17,Lavender,NA,NA,UR01,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,"solid brown head, no scale hairs",21,5,cf,NA,clg,NA
6/7/2016,Before,2016,Summer,Summer 2016,Upstream,Riffle,02URSU16,Blue,NA,NA,"UR09, UR45",CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,2,5,cf,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5f,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,forecoxal gills are is large tuft of filaments,4,2,cf,prd,sw,clg
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,11,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,forecoxal gills are is large tuft of filiments,6,2,cf,prd,sw,clg
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,11,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,forecoxal gills are is large tuft of filiments,6,2,cf,prd,sw,clg
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,6c,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,obscura,Isonychia,forecoxal gills is single thick filament,1,2,cf,prd,sw,clg
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5a,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,obscura,Isonychia,forecoxal gills is single thick filament,1,2,cf,prd,sw,clg
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,14,LEBSP1,genus,Lebertia sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,Lebertia,"water mites, round soft body, coxa 1 fused Y, often blue legs",14,8,prd,NA,sw,NA
10/19/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,03URFA16,Yellow,NA,NA,UR10,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,11,5,cf,NA,clg,NA
10/5/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,03URFA17,Orange,NA,NA,UR08,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,"solid brown head, no scale hairs",7,5,cf,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,14,LEBSP1,genus,Lebertia sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,Lebertia,"water mites, round soft body, coxa 1 fused Y, often blue legs",13,8,prd,NA,sw,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,6,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,41,1,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,6a,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,65,1,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5a,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,1,1,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5b,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,18,1,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,2,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,76,1,scr,cg,clg,NA
4/12/2017,After,2017,Spring,Spring 2017,Upstream,Riffle,03URSP17,Orange,NA,NA,UR16,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,"solid brown head, no scale hairs",19,5,cf,NA,clg,NA
6/8/2016,Before,2016,Summer,Summer 2016,Upstream,Riffle,03URSU16,Yellow,NA,NA,UR 34,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,4,5,cf,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,2a,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,2,1,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,19,LUMSP1,suborder,Lumbricina sp.,Annelida,NA,Clitellata,Lumbricina,unknown_Lumbricina,NA,NA,unknown_Lumbricina,NA,segmented_worms,"(2 simple pointed, slightly sigmoid chaetae in each bundle, large/ earth worm 
  like)",1,6,cg,NA,bur,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,19,LUMSP1,suborder,Lumbricina sp.,Annelida,NA,Clitellata,Lumbricina,unknown_Lumbricina,NA,NA,unknown_Lumbricina,NA,segmented_worms,"(2 simple pointed, slightly sigmoid chaetae in each bundle, large/ earth worm 
  like)",1,6,cg,NA,bur,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,18,LUMVAR,species,Lumbriculus variegatus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Lumbriculus,variegatus,segmented_worms,"larger worm, unequally bifurcate chaetae, no permanently everted penes. (2 chaetae per bundle, unequally bifurcate, branched blood vessels)",1,5,cg,NA,bur,NA
10/20/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,04URFA16,Orange,NA,NA,UR19,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,6,5,cf,NA,clg,NA
10/27/2015,Before,2015,Fall,Fall 2015,Downstream,Riffle,01DRFA15,Orange,NA,NA,LB 09,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,9,6,cg,om,spr,bur
10/3/2016,After,2016,Fall,Fall 2016,Downstream,Riffle,01DRFA16,Lavender,NA,NA,DR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,9,6,cg,om,spr,bur
9/21/2017,After,2017,Fall,Fall 2017,Downstream,Riffle,01DRFA17,Orange,NA,NA,DR03,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(? larvae, ? pupae)",12,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,4,LUMVAR,species,Lumbriculus variegatus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Lumbriculus,variegatus,segmented_worms,"larger worm, unequally bifurcate chaetae, no permanently everted penes",1,5,cg,NA,bur,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,6,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,1,2,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,7,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,14,2,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,6a,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,19,2,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5b,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,1,2,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,5a,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,22,2,scr,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,2,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,19,2,scr,cg,clg,NA
4/12/2016,Before,2016,Spring,Spring 2016,Downstream,Riffle,01DRSP16,Orange,NA,NA,DR19,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/5/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,01DRSP17,Orange,NA,NA,DR03,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"4 larvae, 4 pupae",8,6,cg,om,spr,bur
4/5/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,01DRSP17,Orange,NA,NA,DR06,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,49,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,2a,MACSP11,genus,Maccaffertium sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,Maccaffertium,NA,15,2,scr,cg,clg,NA
10/4/2016,After,2016,Fall,Fall 2016,Downstream,Riffle,02DRFA16,Green,NA,NA,DR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,6,6,cg,om,spr,bur
9/26/2017,After,2017,Fall,Fall 2017,Downstream,Riffle,02DRFA17,Yellow,NA,NA,DR09,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,2,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,10,METSP4,genus,Metriocnemus sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Metriocnemus,NA,midges,clear_midges,5,5,cg,prd,bur,spr
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,10,METSP4,genus,Metriocnemus sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Metriocnemus,NA,midges,clear_midges,1,5,cg,prd,bur,spr
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,9,METSP4,genus,Metriocnemus sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Metriocnemus,NA,midges,clear_midges,3,5,cg,prd,bur,spr
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,10,MICSP5,genus,Microtendipes sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,NA,midges,red_midges,11,5,cf,cg,clg,NA
4/11/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,02DRSP17,Lavender,NA,NA,DR08,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(2 larvae, 0 pupae)",2,6,cg,om,spr,bur
4/11/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,02DRSP17,Lavender,NA,NA,DR09,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,5 larvae,5,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,10,MICSP5,genus,Microtendipes sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,NA,midges,"red_midges. Fans, distinct shape of mentum with lightly colored, shorter teeth in middle",2,5,cf,cg,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,10,MICSP5,genus,Microtendipes sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,NA,midges,red_midges,2,5,cf,cg,clg,NA
10/2/2017,After,2017,Fall,Fall 2017,Downstream,Riffle,03DRFA17,Lavender,NA,NA,DR10,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(4 larvae, 0 pupae)",4,6,cg,om,spr,bur
10/2/2017,After,2017,Fall,Fall 2017,Downstream,Riffle,03DRFA17,Lavender,NA,NA,DR10,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(7 larvae, 0 pupae)",7,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,15,MICSP5,genus,Microtendipes sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,NA,midges,red_midges,3,5,cf,cg,clg,NA
4/14/2016,Before,2016,Spring,Spring 2016,Downstream,Riffle,03DRSP16,Yellow,NA,NA,DR10,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,2,6,cg,om,spr,bur
4/14/2016,Before,2016,Spring,Spring 2016,Downstream,Riffle,03DRSP16,Yellow,NA,NA,DR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,2,6,cg,om,spr,bur
4/14/2016,Before,2016,Spring,Spring 2016,Downstream,Riffle,03DRSP16,Yellow,NA,NA,DR10,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,5,6,cg,om,spr,bur
4/12/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,03DRSP17,Green,NA,NA,DR06,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,9 larvae,9,6,cg,om,spr,bur
4/12/2017,After,2017,Spring,Spring 2017,Downstream,Riffle,03DRSP17,Green,NA,NA,DR08,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,13 larvae,13,6,cg,om,spr,bur
6/5/2017,After,2017,Summer,Summer 2017,Downstream,Riffle,03DRSU17,Orange,NA,NA,DR14,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,pupa,1,6,cg,om,spr,bur
6/5/2017,After,2017,Summer,Summer 2017,Downstream,Riffle,03DRSU17,Orange,NA,NA,DR16,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
6/5/2017,After,2017,Summer,Summer 2017,Downstream,Riffle,03DRSU17,Orange,NA,NA,DR12,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,mentum broken so can't identify further,1,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,9,MICSP5,genus,Microtendipes sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,NA,midges,red_midges,7,5,cf,cg,clg,NA
10/6/2016,After,2016,Fall,Fall 2016,Downstream,Riffle,04DRFA16,Orange,NA,NA,DR6,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
11/4/2015,Before,2015,Fall,Fall 2015,Upstream,Riffle,01URFA15,Blue,NA,NA,UR6,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,2,6,cg,om,spr,bur
10/17/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,01URFA16,Lavender,NA,NA,UR9,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
10/17/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,01URFA16,Lavender,NA,NA,UR14,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,5,6,cg,om,spr,bur
9/25/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,01URFA17,Lavender,NA,NA,UR101,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"small, very thin worm-like body; appear white as a result of preservation by ethanol.",5,6,cg,om,spr,bur
9/25/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,01URFA17,Lavender,NA,NA,UR 14,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"very short, them worm like bodys",6,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,14,MIDSP2,genus,Mideopsis sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Mideopsidae,NA,NA,Mideopsis,NA,Mideopsis,"circular, flattened (pancake shaped) mite",1,5,prd,NA,sw,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,3,NAISP,family,Naididae sp.,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,unknown_naidid,NA,segmented_worms,"unspecified <U+0096> anterior portion of worm severely damaged, impossible to determine which segment dorsal chaetae begin, however, dorsal bundles contain 1 hair and 2 needles, suggesting Naididae and NOT Tubificidae",1,8,cg,NA,bur,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DFR,NA,1a,NEOSP13,genus,Neophylax sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Uenoidae,NA,NA,Neophylax,NA,Neophylax,NA,15,3,scr,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DM,NA,2b,NEOSP13,genus,Neophylax sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Uenoidae,NA,NA,Neophylax,NA,Neophylax,NA,38,3,scr,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSH,NA,2,NEOSP13,genus,Neophylax sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Uenoidae,NA,NA,Neophylax,NA,Neophylax,"only 13 preserved, rest got smooshed",17,3,scr,NA,clg,NA
4/5/2016,Before,2016,Spring,Spring 2016,Upstream,Riffle,01URSP16,Orange,NA,NA,UR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/5/2016,Before,2016,Spring,Spring 2016,Upstream,Riffle,01URSP16,Orange,NA,NA,UR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/5/2016,Before,2016,Spring,Spring 2016,Upstream,Riffle,01URSP16,Orange,NA,NA,UR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/5/2016,Before,2016,Spring,Spring 2016,Upstream,Riffle,01URSP16,Orange,NA,NA,UR11,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/9/2017,After,2017,Spring,Spring 2017,Upstream,Riffle,01URSP17,Green,NA,NA,UR22,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,1,6,cg,om,spr,bur
4/9/2017,After,2017,Spring,Spring 2017,Upstream,Riffle,01URSP17,Green,NA,NA,UR16,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(8 larvae, 1 pupae)",9,6,cg,om,spr,bur
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSP,NA,1a,NEOSP13,genus,Neophylax sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Uenoidae,NA,NA,Neophylax,NA,Neophylax,NA,17,3,scr,NA,clg,NA
6/7/2018,After,2018,Summer,Summer 2018,Downstream,Riffle,03DRSU18,Orange,DSR,NA,1,NEOSP13,genus,Neophylax sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Uenoidae,NA,NA,Neophylax,NA,Neophylax,NA,9,3,scr,NA,clg,NA
10/18/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,02URFA16,Green,NA,NA,UR10,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,4,6,cg,om,spr,bur
10/18/2016,After,2016,Fall,Fall 2016,Upstream,Riffle,02URFA16,Green,NA,NA,"UR16,UR11",CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,6,6,cg,om,spr,bur
10/3/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,02URFA17,Yellow,NA,NA,UR07,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,2,6,cg,om,spr,bur
10/3/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,02URFA17,Yellow,NA,NA,UR12,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(? larvae, ? pupae)",2,6,cg,om,spr,bur
10/3/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,02URFA17,Yellow,NA,NA,UR07,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,NA,3,6,cg,om,spr,bur
10/3/2017,After,2017,Fall,Fall 2017,Upstream,Riffle,02URFA17,Yellow,NA,NA,UR04,CHISP2,family,Chironomidae sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,midges,"(? larvae, ? pupae)",38,6,cg,om,spr,bur
