date,year,season,location,sampleID,sampling,sky,startTime,endTime,microhabitat,quadrat,lat,long,alt,depth,pH,wTemp,DO,light,flow,turb,cond,aTemp,notes
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UFR,3,,,,,,,,,,10.4,218.1,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UFR,2,,,,,,,,,,12,218.5,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USR,1,,,,,8,,,,,7.4,219.1,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USH,2,,,,,,,,,,10.4,219.1,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USU,2,,,,,,,,,,9.3,219.5,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USR,3,,,,,,,,,,17.2,219.8,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UM,1,,,,,7.96,,,,,5.7,220.4,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USH,4,,,,,,,,,,5.8,220.7,,extra sample
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USH,1,,,,,7.98,,,,,10.9,221,,
,,,,,,,,,,,,,,,,,,,,,,,
