"acceptedTaxonID","division","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","taxonRank"
"NEONDREX46356","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","hambergii",NA,"Navicula hambergii Hustedt","species"
"NEONDREX18046","Chrysophyta","Bacillariophyceae","Pennales","Brachysiraceae","Brachysira","ocalanensis",NA,"Brachysira ocalanensis Shayler et Siver","species"
"NEONDREX34017","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","crotonensis",NA,"Fragilaria crotonensis Kitton","species"
"NEONDREX852007","Cyanophyta","Myxophyceae","Oscillatoriales","Pseudanabaenaceae","Homoeothrix","varians",NA,"Homoeothrix varians Geitler","species"
"NEONDREX93383","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","sp.",NA,"Navicula sp.","genus"
"NEONDREX52059","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","subcapitata",NA,"Pinnularia subcapitata Gregory","species"
"NEONDREX912002","Cyanophyta","Myxophyceae","Oscillatoriales","Phormidiaceae","Symploca","sp.",NA,"Symploca sp.","genus"
"CYMBOPLEURASP","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Cymbopleura","sp.",NA,"Cymbopleura sp.","genus"
"NEONDREX34024","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","nitzschioides",NA,"Fragilaria nitzschioides Grunow","species"
"NEONDREX212030","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","hassiaca",NA,"Chamaepinnularia hassiaca (Krasske) Cantonati et Lange-Bertalot","species"
"NEONDREX1145000","Chrysophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.",NA,"Mallomonas sp.","genus"
"NEONDREX52051","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","rupestris",NA,"Pinnularia rupestris Hantzsch","species"
"NEONDREX30006","Chrysophyta","Bacillariophyceae","Pennales","Diploneidaceae","Diploneis","subovalis",NA,"Diploneis subovalis Cleve","species"
"NEONDREX48004","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","amphibia",NA,"Nitzschia amphibia Grunow","species"
"NEONDREX170045","Chrysophyta","Bacillariophyceae","Pennales","Sellaphoraceae","Sellaphora","bacilloides",NA,"Sellaphora bacilloides (Hustedt) Levkov, Krstic et Nakov","species"
"NEONDREX58007","Chrysophyta","Bacillariophyceae","Pennales","Rhopalodiaceae","Rhopalodia","brebissonii",NA,"Rhopalodia brebissonii Krammer","species"
"NEONDREX188001","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Lemnicola","hungarica",NA,"Lemnicola hungarica (Grunow) Round et Basson","species"
"NEONDREX9001","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Asterionella","formosa",NA,"Asterionella formosa Hassall","species"
"NEONDREX212006","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","soehrensis",NA,"Chamaepinnularia soehrensis (Krasske) Lange-Bertalot et Krammer","species"
"NEONDREX33271","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","satelles",NA,"Eunotia satelles (Nörpel-Schempp et Lange-Bertalot) Nörpel-Schempp et Lange-Bertalot","species"
"NEONDREX33001","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","arcus",NA,"Eunotia arcus Ehrenberg","species"
